CustomerID,Recency,Frequency,Monetary,AvgOrderValue,AvgQuantity,AvgItemsInCart,DiscountRate,DeliveryRate,UniqueProducts,MonetaryPerVisit,ItemsPerOrder,AvgPricePerItem,Cluster,Persona
C26767,691,1,303.6,303.6,1.0,5.0,1.0,0.0,1,303.6,5.0,303.6,0,Average Shoppers
C26817,90,1,268.56,268.56,2.0,2.0,0.0,0.0,1,268.56,1.0,134.28,0,Average Shoppers
C26966,787,1,1872.9,1872.9,5.0,10.0,1.0,0.0,1,1872.9,2.0,374.58000000000004,1,Average Shoppers
C27070,267,1,2612.52,2612.52,4.0,8.0,1.0,0.0,1,2612.52,2.0,653.13,1,Average Shoppers
C27072,16,1,463.11,463.11,3.0,4.0,0.0,1.0,1,463.11,1.3333333333333333,154.37,0,Average Shoppers
C27078,241,1,1181.9,1181.9,5.0,7.0,0.0,0.0,1,1181.9,1.4,236.38000000000002,1,Average Shoppers
C27202,316,1,3267.35,3267.35,5.0,10.0,1.0,0.0,1,3267.35,2.0,653.47,1,Average Shoppers
C27203,866,1,1040.85,1040.85,5.0,6.0,1.0,0.0,1,1040.85,1.2,208.17,0,Average Shoppers
C27305,341,1,1390.58,1390.58,2.0,6.0,1.0,0.0,1,1390.58,3.0,695.29,1,Average Shoppers
C27401,219,1,1619.73,1619.73,3.0,8.0,0.0,1.0,1,1619.73,2.6666666666666665,539.91,1,Average Shoppers
C27430,147,1,474.25,474.25,5.0,6.0,1.0,0.0,1,474.25,1.2,94.85,0,Average Shoppers
C27435,400,1,2104.9,2104.9,5.0,7.0,1.0,1.0,1,2104.9,1.4,420.98,1,Average Shoppers
C27438,598,1,70.32,70.32,1.0,4.0,1.0,0.0,1,70.32,4.0,70.32,0,Average Shoppers
C27613,369,1,2462.6,2462.6,4.0,9.0,1.0,1.0,1,2462.6,2.25,615.65,1,Average Shoppers
C27898,631,1,2513.55,2513.55,5.0,7.0,1.0,0.0,1,2513.55,1.4,502.71000000000004,1,Average Shoppers
C28049,772,1,1293.38,1293.38,2.0,7.0,1.0,0.0,1,1293.38,3.5,646.69,1,Average Shoppers
C28152,50,1,1714.59,1714.59,3.0,6.0,1.0,1.0,1,1714.59,2.0,571.53,1,Average Shoppers
C28386,451,1,277.09,277.09,1.0,2.0,1.0,0.0,1,277.09,2.0,277.09,0,Average Shoppers
C28406,45,1,23.53,23.53,1.0,2.0,1.0,1.0,1,23.53,2.0,23.53,0,Average Shoppers
C28552,126,1,29.86,29.86,2.0,4.0,0.0,0.0,1,29.86,2.0,14.93,0,Average Shoppers
C28648,429,1,1895.44,1895.44,4.0,7.0,1.0,1.0,1,1895.44,1.75,473.86,1,Average Shoppers
C28712,421,1,303.32,303.32,2.0,6.0,0.0,0.0,1,303.32,3.0,151.66,0,Average Shoppers
C28740,732,1,1670.97,1670.97,3.0,4.0,1.0,0.0,1,1670.97,1.3333333333333333,556.99,1,Average Shoppers
C28828,147,1,395.88,395.88,3.0,8.0,0.0,0.0,1,395.88,2.6666666666666665,131.96,0,Average Shoppers
C28889,119,1,258.87,258.87,3.0,6.0,1.0,1.0,1,258.87,2.0,86.29,0,Average Shoppers
C28893,233,1,620.21,620.21,1.0,1.0,1.0,0.0,1,620.21,1.0,620.21,0,Average Shoppers
C28976,889,1,1067.62,1067.62,2.0,3.0,1.0,0.0,1,1067.62,1.5,533.81,0,Average Shoppers
C29041,735,1,1768.68,1768.68,3.0,6.0,0.0,0.0,1,1768.68,2.0,589.5600000000001,1,Average Shoppers
C29059,160,1,1503.9,1503.9,3.0,3.0,1.0,0.0,1,1503.9,1.0,501.3,1,Average Shoppers
C29063,275,1,478.75,478.75,5.0,8.0,1.0,0.0,1,478.75,1.6,95.75,0,Average Shoppers
C29072,844,1,687.98,687.98,2.0,4.0,0.0,1.0,1,687.98,2.0,343.99,0,Average Shoppers
C29092,398,1,60.04,60.04,4.0,6.0,0.0,0.0,1,60.04,1.5,15.01,0,Average Shoppers
C29314,754,1,788.6,788.6,2.0,6.0,1.0,0.0,1,788.6,3.0,394.3,0,Average Shoppers
C29318,354,1,24.48,24.48,1.0,1.0,0.0,0.0,1,24.48,1.0,24.48,0,Average Shoppers
C29405,112,1,448.74,448.74,2.0,3.0,1.0,1.0,1,448.74,1.5,224.37,0,Average Shoppers
C29416,156,1,150.17,150.17,1.0,1.0,1.0,0.0,1,150.17,1.0,150.17,0,Average Shoppers
C29432,777,1,1406.22,1406.22,3.0,4.0,1.0,0.0,1,1406.22,1.3333333333333333,468.74,1,Average Shoppers
C29467,755,1,191.76,191.76,1.0,1.0,1.0,0.0,1,191.76,1.0,191.76,0,Average Shoppers
C29483,314,1,1222.88,1222.88,4.0,5.0,0.0,1.0,1,1222.88,1.25,305.72,0,Average Shoppers
C29568,386,1,194.44,194.44,4.0,7.0,1.0,0.0,1,194.44,1.75,48.61,0,Average Shoppers
C29620,615,1,460.13,460.13,1.0,1.0,0.0,0.0,1,460.13,1.0,460.13,0,Average Shoppers
C29685,524,1,1923.45,1923.45,5.0,6.0,1.0,0.0,1,1923.45,1.2,384.69,1,Average Shoppers
C29697,388,1,401.82,401.82,1.0,5.0,1.0,0.0,1,401.82,5.0,401.82,0,Average Shoppers
C29701,77,1,61.62,61.62,3.0,3.0,1.0,0.0,1,61.62,1.0,20.54,0,Average Shoppers
C29703,562,1,2790.0,2790.0,4.0,7.0,1.0,0.0,1,2790.0,1.75,697.5,1,Average Shoppers
C29758,651,1,798.64,798.64,2.0,6.0,1.0,0.0,1,798.64,3.0,399.32,0,Average Shoppers
C29844,73,1,877.24,877.24,2.0,3.0,1.0,0.0,1,877.24,1.5,438.62,0,Average Shoppers
C29885,590,1,568.3199999999999,568.3199999999999,3.0,4.0,1.0,0.0,1,568.3199999999999,1.3333333333333333,189.43999999999997,0,Average Shoppers
C29905,471,1,1067.9,1067.9,2.0,5.0,1.0,1.0,1,1067.9,2.5,533.95,0,Average Shoppers
C29914,332,1,133.39,133.39,1.0,2.0,1.0,0.0,1,133.39,2.0,133.39,0,Average Shoppers
C29931,636,1,612.36,612.36,4.0,4.0,1.0,1.0,1,612.36,1.0,153.09,0,Average Shoppers
C30010,67,1,382.23,382.23,3.0,7.0,1.0,1.0,1,382.23,2.3333333333333335,127.41000000000001,0,Average Shoppers
C30168,311,1,933.99,933.99,3.0,3.0,1.0,0.0,1,933.99,1.0,311.33,0,Average Shoppers
C30184,642,1,427.06,427.06,1.0,1.0,1.0,0.0,1,427.06,1.0,427.06,0,Average Shoppers
C30334,572,1,267.1,267.1,2.0,7.0,1.0,0.0,1,267.1,3.5,133.55,0,Average Shoppers
C30411,70,1,2551.16,2551.16,4.0,9.0,1.0,0.0,1,2551.16,2.25,637.79,1,Average Shoppers
C30477,80,1,201.58,201.58,1.0,2.0,1.0,0.0,1,201.58,2.0,201.58,0,Average Shoppers
C30513,296,1,586.44,586.44,1.0,5.0,1.0,0.0,1,586.44,5.0,586.44,0,Average Shoppers
C30643,385,1,918.87,918.87,3.0,7.0,1.0,0.0,1,918.87,2.3333333333333335,306.29,0,Average Shoppers
C30686,18,1,1614.32,1614.32,4.0,9.0,1.0,0.0,1,1614.32,2.25,403.58,1,Average Shoppers
C30711,528,1,278.66,278.66,1.0,2.0,1.0,0.0,1,278.66,2.0,278.66,0,Average Shoppers
C30722,643,1,1333.9,1333.9,5.0,5.0,0.0,0.0,1,1333.9,1.0,266.78000000000003,1,Average Shoppers
C30923,885,1,654.27,654.27,1.0,2.0,1.0,0.0,1,654.27,2.0,654.27,0,Average Shoppers
C30955,604,1,167.6,167.6,4.0,9.0,1.0,0.0,1,167.6,2.25,41.9,0,Average Shoppers
C31072,441,1,916.4,916.4,4.0,8.0,1.0,0.0,1,916.4,2.0,229.1,0,Average Shoppers
C31105,782,1,583.99,583.99,1.0,2.0,1.0,0.0,1,583.99,2.0,583.99,0,Average Shoppers
C31371,571,1,507.36,507.36,2.0,6.0,0.0,0.0,1,507.36,3.0,253.68,0,Average Shoppers
C31412,364,1,2042.32,2042.32,4.0,7.0,1.0,0.0,1,2042.32,1.75,510.58,1,Average Shoppers
C31501,4,1,1764.15,1764.15,3.0,8.0,0.0,1.0,1,1764.15,2.6666666666666665,588.0500000000001,1,Average Shoppers
C31668,403,1,569.35,569.35,5.0,6.0,1.0,0.0,1,569.35,1.2,113.87,0,Average Shoppers
C31761,242,1,2600.16,2600.16,4.0,6.0,1.0,0.0,1,2600.16,1.5,650.04,1,Average Shoppers
C31764,207,1,655.09,655.09,1.0,6.0,0.0,0.0,1,655.09,6.0,655.09,0,Average Shoppers
C31772,721,1,693.41,693.41,1.0,4.0,0.0,0.0,1,693.41,4.0,693.41,0,Average Shoppers
C31810,880,1,178.44,178.44,1.0,2.0,1.0,0.0,1,178.44,2.0,178.44,0,Average Shoppers
C31946,588,1,2037.52,2037.52,4.0,6.0,1.0,0.0,1,2037.52,1.5,509.38,1,Average Shoppers
C32011,125,1,628.89,628.89,1.0,2.0,1.0,0.0,1,628.89,2.0,628.89,0,Average Shoppers
C32029,329,1,701.44,701.44,4.0,4.0,1.0,1.0,1,701.44,1.0,175.36,0,Average Shoppers
C32121,139,1,795.24,795.24,4.0,9.0,1.0,0.0,1,795.24,2.25,198.81,0,Average Shoppers
C32183,127,1,1985.67,1985.67,3.0,6.0,1.0,0.0,1,1985.67,2.0,661.89,1,Average Shoppers
C32347,566,1,249.81,249.81,1.0,1.0,1.0,0.0,1,249.81,1.0,249.81,0,Average Shoppers
C32570,624,1,11.39,11.39,1.0,6.0,1.0,0.0,1,11.39,6.0,11.39,0,Average Shoppers
C32580,582,1,1874.95,1874.95,5.0,9.0,1.0,0.0,1,1874.95,1.8,374.99,1,Average Shoppers
C32650,400,1,1210.52,1210.52,2.0,4.0,1.0,0.0,1,1210.52,2.0,605.26,0,Average Shoppers
C32687,197,1,852.44,852.44,2.0,7.0,1.0,1.0,1,852.44,3.5,426.22,0,Average Shoppers
C32798,289,1,993.24,993.24,2.0,2.0,1.0,0.0,1,993.24,1.0,496.62,0,Average Shoppers
C32854,862,1,65.45,65.45,1.0,2.0,1.0,0.0,1,65.45,2.0,65.45,0,Average Shoppers
C32943,662,1,824.28,824.28,2.0,2.0,1.0,0.0,1,824.28,1.0,412.14,0,Average Shoppers
C32956,342,1,2715.8,2715.8,5.0,6.0,1.0,0.0,1,2715.8,1.2,543.1600000000001,1,Average Shoppers
C32960,578,1,2223.8,2223.8,5.0,7.0,0.0,0.0,1,2223.8,1.4,444.76000000000005,1,Average Shoppers
C33051,434,1,883.08,883.08,2.0,2.0,1.0,1.0,1,883.08,1.0,441.54,0,Average Shoppers
C33099,185,1,241.9,241.9,5.0,9.0,1.0,1.0,1,241.9,1.8,48.38,0,Average Shoppers
C33110,31,1,1584.42,1584.42,3.0,3.0,1.0,1.0,1,1584.42,1.0,528.14,1,Average Shoppers
C33220,866,1,1852.16,1852.16,4.0,9.0,0.0,0.0,1,1852.16,2.25,463.04,1,Average Shoppers
C33260,284,1,1270.59,1270.59,3.0,6.0,1.0,1.0,1,1270.59,2.0,423.53,0,Average Shoppers
C33313,63,1,1738.65,1738.65,3.0,8.0,1.0,0.0,1,1738.65,2.6666666666666665,579.5500000000001,1,Average Shoppers
C33315,387,1,1687.65,1687.65,3.0,6.0,0.0,0.0,1,1687.65,2.0,562.5500000000001,1,Average Shoppers
C33540,625,1,273.19,273.19,1.0,5.0,1.0,0.0,1,273.19,5.0,273.19,0,Average Shoppers
C33634,882,1,2355.4,2355.4,4.0,7.0,0.0,0.0,1,2355.4,1.75,588.85,1,Average Shoppers
C33729,823,1,1978.71,1978.71,3.0,6.0,1.0,0.0,1,1978.71,2.0,659.57,1,Average Shoppers
C33744,784,1,2307.48,2307.48,4.0,5.0,0.0,0.0,1,2307.48,1.25,576.87,1,Average Shoppers
C33802,338,1,604.87,604.87,1.0,4.0,0.0,1.0,1,604.87,4.0,604.87,0,Average Shoppers
C34134,86,1,254.12,254.12,1.0,1.0,1.0,1.0,1,254.12,1.0,254.12,0,Average Shoppers
C34266,126,1,2519.52,2519.52,4.0,8.0,1.0,0.0,1,2519.52,2.0,629.88,1,Average Shoppers
C34337,344,1,950.55,950.55,5.0,7.0,1.0,1.0,1,950.55,1.4,190.10999999999999,0,Average Shoppers
C34416,884,1,99.24,99.24,2.0,2.0,1.0,0.0,1,99.24,1.0,49.62,0,Average Shoppers
C34555,842,1,372.8,372.8,1.0,6.0,1.0,0.0,1,372.8,6.0,372.8,0,Average Shoppers
C34686,95,1,68.39,68.39,1.0,3.0,1.0,0.0,1,68.39,3.0,68.39,0,Average Shoppers
C35043,118,1,132.15,132.15,5.0,5.0,1.0,0.0,1,132.15,1.0,26.43,0,Average Shoppers
C35091,459,1,211.14,211.14,1.0,1.0,1.0,0.0,1,211.14,1.0,211.14,0,Average Shoppers
C35100,198,1,639.82,639.82,2.0,3.0,1.0,0.0,1,639.82,1.5,319.91,0,Average Shoppers
C35117,56,1,1395.86,1395.86,2.0,2.0,1.0,0.0,1,1395.86,1.0,697.93,1,Average Shoppers
C35123,383,1,1546.92,1546.92,4.0,4.0,1.0,1.0,1,1546.92,1.0,386.73,1,Average Shoppers
C35136,834,1,634.94,634.94,1.0,5.0,1.0,0.0,1,634.94,5.0,634.94,0,Average Shoppers
C35168,889,1,1199.72,1199.72,2.0,7.0,1.0,0.0,1,1199.72,3.5,599.86,0,Average Shoppers
C35355,437,1,1327.6,1327.6,4.0,5.0,1.0,0.0,1,1327.6,1.25,331.9,1,Average Shoppers
C35377,766,1,3119.05,3119.05,5.0,6.0,1.0,0.0,1,3119.05,1.2,623.8100000000001,1,Average Shoppers
C35397,38,1,331.55,331.55,5.0,7.0,1.0,0.0,1,331.55,1.4,66.31,0,Average Shoppers
C35483,304,1,671.0999999999999,671.0999999999999,3.0,3.0,1.0,0.0,1,671.0999999999999,1.0,223.69999999999996,0,Average Shoppers
C35566,868,1,258.76,258.76,4.0,7.0,1.0,0.0,1,258.76,1.75,64.69,0,Average Shoppers
C35628,219,1,1660.71,1660.71,3.0,4.0,1.0,0.0,1,1660.71,1.3333333333333333,553.57,1,Average Shoppers
C35669,375,1,2894.15,2894.15,5.0,6.0,0.0,0.0,1,2894.15,1.2,578.83,1,Average Shoppers
C35711,304,1,1308.48,1308.48,4.0,4.0,0.0,0.0,1,1308.48,1.0,327.12,1,Average Shoppers
C35785,450,1,427.82,427.82,1.0,2.0,1.0,1.0,1,427.82,2.0,427.82,0,Average Shoppers
C35852,121,2,1248.39,624.195,3.5,5.5,0.5,0.0,2,624.195,1.5714285714285714,178.3414285714286,2,VIP Customers
C35854,672,1,939.85,939.85,5.0,9.0,1.0,0.0,1,939.85,1.8,187.97,0,Average Shoppers
C35983,478,1,3137.15,3137.15,5.0,10.0,1.0,0.0,1,3137.15,2.0,627.4300000000001,1,Average Shoppers
C35987,666,1,3267.3,3267.3,5.0,9.0,1.0,0.0,1,3267.3,1.8,653.46,1,Average Shoppers
C36014,751,1,869.94,869.94,2.0,7.0,0.0,0.0,1,869.94,3.5,434.97,0,Average Shoppers
C36137,219,1,717.24,717.24,3.0,8.0,0.0,0.0,1,717.24,2.6666666666666665,239.08,0,Average Shoppers
C36150,634,1,1069.82,1069.82,2.0,5.0,1.0,0.0,1,1069.82,2.5,534.91,0,Average Shoppers
C36174,396,1,926.94,926.94,3.0,3.0,1.0,1.0,1,926.94,1.0,308.98,0,Average Shoppers
C36383,271,1,2107.2,2107.2,5.0,5.0,1.0,0.0,1,2107.2,1.0,421.43999999999994,1,Average Shoppers
C36408,533,1,3075.5,3075.5,5.0,10.0,1.0,0.0,1,3075.5,2.0,615.1,1,Average Shoppers
C36467,709,1,75.78,75.78,1.0,5.0,1.0,0.0,1,75.78,5.0,75.78,0,Average Shoppers
C36492,305,1,45.94,45.94,1.0,2.0,1.0,0.0,1,45.94,2.0,45.94,0,Average Shoppers
C36497,679,1,86.3,86.3,2.0,3.0,1.0,0.0,1,86.3,1.5,43.15,0,Average Shoppers
C36534,598,1,1963.62,1963.62,3.0,7.0,1.0,0.0,1,1963.62,2.3333333333333335,654.54,1,Average Shoppers
C36540,652,1,728.32,728.32,4.0,4.0,1.0,1.0,1,728.32,1.0,182.08,0,Average Shoppers
C36613,675,1,1894.92,1894.92,3.0,3.0,1.0,0.0,1,1894.92,1.0,631.64,1,Average Shoppers
C36688,802,1,305.17,305.17,1.0,3.0,1.0,0.0,1,305.17,3.0,305.17,0,Average Shoppers
C36725,247,1,3253.6,3253.6,5.0,8.0,1.0,0.0,1,3253.6,1.6,650.72,1,Average Shoppers
C36778,183,1,388.33,388.33,1.0,2.0,1.0,0.0,1,388.33,2.0,388.33,0,Average Shoppers
C36813,596,1,1842.45,1842.45,3.0,3.0,0.0,0.0,1,1842.45,1.0,614.15,1,Average Shoppers
C36825,855,1,877.52,877.52,2.0,2.0,0.0,0.0,1,877.52,1.0,438.76,0,Average Shoppers
C36938,145,1,761.9399999999999,761.9399999999999,3.0,3.0,1.0,0.0,1,761.9399999999999,1.0,253.98,0,Average Shoppers
C36992,718,1,671.37,671.37,3.0,3.0,0.0,0.0,1,671.37,1.0,223.79,0,Average Shoppers
C36997,662,1,745.64,745.64,4.0,6.0,1.0,0.0,1,745.64,1.5,186.41,0,Average Shoppers
C37032,690,1,847.76,847.76,2.0,7.0,1.0,1.0,1,847.76,3.5,423.88,0,Average Shoppers
C37235,760,1,151.04,151.04,4.0,7.0,0.0,1.0,1,151.04,1.75,37.76,0,Average Shoppers
C37249,617,1,491.72,491.72,2.0,4.0,1.0,0.0,1,491.72,2.0,245.86,0,Average Shoppers
C37375,530,1,1036.46,1036.46,2.0,5.0,0.0,0.0,1,1036.46,2.5,518.23,0,Average Shoppers
C37412,714,1,432.47,432.47,1.0,4.0,1.0,1.0,1,432.47,4.0,432.47,0,Average Shoppers
C37454,21,1,1303.35,1303.35,3.0,4.0,0.0,0.0,1,1303.35,1.3333333333333333,434.45,0,Average Shoppers
C37455,618,1,2380.05,2380.05,5.0,7.0,1.0,1.0,1,2380.05,1.4,476.01000000000005,1,Average Shoppers
C37531,479,1,1349.3,1349.3,5.0,6.0,1.0,0.0,1,1349.3,1.2,269.86,1,Average Shoppers
C37594,385,1,1361.2,1361.2,4.0,8.0,1.0,0.0,1,1361.2,2.0,340.3,1,Average Shoppers
C37969,577,1,362.46,362.46,3.0,5.0,1.0,0.0,1,362.46,1.6666666666666667,120.82,0,Average Shoppers
C38024,420,1,546.86,546.86,2.0,7.0,1.0,0.0,1,546.86,3.5,273.43,0,Average Shoppers
C38065,852,1,1178.55,1178.55,3.0,6.0,0.0,0.0,1,1178.55,2.0,392.84999999999997,0,Average Shoppers
C38068,394,1,1302.65,1302.65,5.0,5.0,1.0,0.0,1,1302.65,1.0,260.53000000000003,1,Average Shoppers
C38126,194,1,2060.76,2060.76,4.0,9.0,1.0,0.0,1,2060.76,2.25,515.19,1,Average Shoppers
C38134,713,1,419.88,419.88,2.0,3.0,1.0,0.0,1,419.88,1.5,209.94,0,Average Shoppers
C38262,518,1,155.27,155.27,1.0,6.0,0.0,0.0,1,155.27,6.0,155.27,0,Average Shoppers
C38557,65,1,1915.5,1915.5,3.0,4.0,1.0,0.0,1,1915.5,1.3333333333333333,638.5,1,Average Shoppers
C38642,680,1,1046.0,1046.0,5.0,6.0,1.0,1.0,1,1046.0,1.2,209.2,0,Average Shoppers
C38669,865,1,405.28,405.28,4.0,7.0,0.0,0.0,1,405.28,1.75,101.32,0,Average Shoppers
C38785,259,1,361.0,361.0,2.0,6.0,1.0,0.0,1,361.0,3.0,180.5,0,Average Shoppers
C38840,388,2,5662.6875,2831.34375,4.5,7.0,0.5,0.0,2,2831.34375,1.5555555555555556,629.1875,2,VIP Customers
C38845,350,1,532.89,532.89,1.0,2.0,0.0,0.0,1,532.89,2.0,532.89,0,Average Shoppers
C38928,290,1,1671.56,1671.56,4.0,4.0,0.0,0.0,1,1671.56,1.0,417.89,1,Average Shoppers
C38966,304,1,2021.95,2021.95,5.0,10.0,0.0,0.0,1,2021.95,2.0,404.39,1,Average Shoppers
C39000,302,1,287.46,287.46,1.0,3.0,1.0,0.0,1,287.46,3.0,287.46,0,Average Shoppers
C39017,720,1,994.38,994.38,3.0,6.0,1.0,0.0,1,994.38,2.0,331.46,0,Average Shoppers
C39074,615,1,3032.6,3032.6,5.0,6.0,1.0,0.0,1,3032.6,1.2,606.52,1,Average Shoppers
C39106,510,1,546.19,546.19,1.0,5.0,1.0,0.0,1,546.19,5.0,546.19,0,Average Shoppers
C39130,678,1,226.55,226.55,5.0,8.0,0.0,0.0,1,226.55,1.6,45.31,0,Average Shoppers
C39176,840,1,1737.68,1737.68,4.0,6.0,1.0,0.0,1,1737.68,1.5,434.42,1,Average Shoppers
C39246,439,1,931.4,931.4,5.0,8.0,1.0,1.0,1,931.4,1.6,186.28,0,Average Shoppers
C39256,314,1,417.1,417.1,1.0,3.0,1.0,0.0,1,417.1,3.0,417.1,0,Average Shoppers
C39260,688,1,427.66,427.66,2.0,2.0,1.0,0.0,1,427.66,1.0,213.83,0,Average Shoppers
C39416,715,1,473.96,473.96,1.0,3.0,0.0,1.0,1,473.96,3.0,473.96,0,Average Shoppers
C39530,250,1,1704.15,1704.15,3.0,6.0,1.0,0.0,1,1704.15,2.0,568.0500000000001,1,Average Shoppers
C39550,48,1,558.27,558.27,1.0,1.0,0.0,1.0,1,558.27,1.0,558.27,0,Average Shoppers
C39551,877,1,76.93,76.93,1.0,6.0,1.0,1.0,1,76.93,6.0,76.93,0,Average Shoppers
C39593,585,1,2078.13,2078.13,3.0,3.0,1.0,1.0,1,2078.13,1.0,692.71,1,Average Shoppers
C39638,123,1,2161.32,2161.32,4.0,6.0,0.0,0.0,1,2161.32,1.5,540.33,1,Average Shoppers
C39639,167,1,65.95,65.95,1.0,5.0,0.0,1.0,1,65.95,5.0,65.95,0,Average Shoppers
C39648,579,1,465.33,465.33,1.0,2.0,1.0,1.0,1,465.33,2.0,465.33,0,Average Shoppers
C39664,340,1,946.25,946.25,5.0,10.0,1.0,0.0,1,946.25,2.0,189.25,0,Average Shoppers
C39671,552,1,217.56,217.56,1.0,3.0,0.0,1.0,1,217.56,3.0,217.56,0,Average Shoppers
C39791,532,1,597.06,597.06,2.0,5.0,1.0,0.0,1,597.06,2.5,298.53,0,Average Shoppers
C39906,352,1,75.01,75.01,1.0,3.0,0.0,0.0,1,75.01,3.0,75.01,0,Average Shoppers
C39911,673,1,2073.6,2073.6,4.0,7.0,1.0,1.0,1,2073.6,1.75,518.4,1,Average Shoppers
C40136,845,1,1039.56,1039.56,3.0,3.0,1.0,0.0,1,1039.56,1.0,346.52,0,Average Shoppers
C40140,496,1,363.2,363.2,5.0,7.0,0.0,0.0,1,363.2,1.4,72.64,0,Average Shoppers
C40201,279,1,185.82,185.82,2.0,3.0,1.0,0.0,1,185.82,1.5,92.91,0,Average Shoppers
C40304,30,1,479.36,479.36,4.0,8.0,1.0,0.0,1,479.36,2.0,119.84,0,Average Shoppers
C40427,681,1,613.98,613.98,1.0,4.0,1.0,1.0,1,613.98,4.0,613.98,0,Average Shoppers
C40466,300,1,541.64,541.64,1.0,5.0,1.0,0.0,1,541.64,5.0,541.64,0,Average Shoppers
C40538,218,1,423.64,423.64,2.0,4.0,1.0,0.0,1,423.64,2.0,211.82,0,Average Shoppers
C40648,845,1,603.76,603.76,2.0,5.0,1.0,0.0,1,603.76,2.5,301.88,0,Average Shoppers
C40771,199,1,697.96,697.96,4.0,5.0,1.0,1.0,1,697.96,1.25,174.49,0,Average Shoppers
C40798,880,1,1081.98,1081.98,3.0,5.0,1.0,0.0,1,1081.98,1.6666666666666667,360.66,0,Average Shoppers
C40863,219,1,489.39,489.39,3.0,5.0,1.0,0.0,1,489.39,1.6666666666666667,163.13,0,Average Shoppers
C40882,158,1,868.52,868.52,4.0,8.0,1.0,1.0,1,868.52,2.0,217.13,0,Average Shoppers
C40949,304,1,1105.26,1105.26,2.0,7.0,1.0,1.0,1,1105.26,3.5,552.63,0,Average Shoppers
C40967,107,1,287.25,287.25,5.0,10.0,0.0,0.0,1,287.25,2.0,57.45,0,Average Shoppers
C41132,820,1,381.61,381.61,1.0,5.0,0.0,0.0,1,381.61,5.0,381.61,0,Average Shoppers
C41137,155,1,1347.39,1347.39,3.0,5.0,1.0,0.0,1,1347.39,1.6666666666666667,449.13000000000005,1,Average Shoppers
C41284,457,1,737.92,737.92,4.0,4.0,1.0,0.0,1,737.92,1.0,184.48,0,Average Shoppers
C41320,331,1,1709.52,1709.52,3.0,8.0,1.0,0.0,1,1709.52,2.6666666666666665,569.84,1,Average Shoppers
C41331,768,1,1203.05,1203.05,5.0,10.0,1.0,0.0,1,1203.05,2.0,240.60999999999999,1,Average Shoppers
C41460,781,1,747.75,747.75,5.0,9.0,1.0,0.0,1,747.75,1.8,149.55,0,Average Shoppers
C41478,688,1,2138.28,2138.28,4.0,6.0,1.0,1.0,1,2138.28,1.5,534.57,1,Average Shoppers
C41508,371,1,429.96,429.96,4.0,5.0,0.0,1.0,1,429.96,1.25,107.49,0,Average Shoppers
C41598,568,1,1472.76,1472.76,3.0,5.0,1.0,0.0,1,1472.76,1.6666666666666667,490.92,1,Average Shoppers
C41709,746,1,712.7,712.7,2.0,6.0,1.0,0.0,1,712.7,3.0,356.35,0,Average Shoppers
C41903,631,1,160.8,160.8,3.0,4.0,1.0,0.0,1,160.8,1.3333333333333333,53.6,0,Average Shoppers
C41974,213,1,2099.79,2099.79,3.0,7.0,1.0,0.0,1,2099.79,2.3333333333333335,699.93,1,Average Shoppers
C42108,377,1,641.36,641.36,2.0,5.0,1.0,0.0,1,641.36,2.5,320.68,0,Average Shoppers
C42235,609,1,1193.44,1193.44,4.0,8.0,1.0,0.0,1,1193.44,2.0,298.36,1,Average Shoppers
C42270,433,1,482.98,482.98,2.0,7.0,1.0,0.0,1,482.98,3.5,241.49,0,Average Shoppers
C42306,434,1,612.8100000000001,612.8100000000001,3.0,4.0,0.0,0.0,1,612.8100000000001,1.3333333333333333,204.27,0,Average Shoppers
C42365,220,1,214.08,214.08,1.0,2.0,1.0,0.0,1,214.08,2.0,214.08,0,Average Shoppers
C42372,83,1,1093.0,1093.0,4.0,5.0,1.0,0.0,1,1093.0,1.25,273.25,0,Average Shoppers
C42451,81,1,665.05,665.05,5.0,10.0,0.0,0.0,1,665.05,2.0,133.01,0,Average Shoppers
C42577,342,1,399.98,399.98,1.0,3.0,1.0,1.0,1,399.98,3.0,399.98,0,Average Shoppers
C42949,580,1,660.66,660.66,1.0,3.0,1.0,1.0,1,660.66,3.0,660.66,0,Average Shoppers
C43124,789,1,2773.44,2773.44,4.0,8.0,0.0,0.0,1,2773.44,2.0,693.36,1,Average Shoppers
C43212,370,1,2200.56,2200.56,4.0,4.0,1.0,0.0,1,2200.56,1.0,550.14,1,Average Shoppers
C43249,115,1,1391.43,1391.43,3.0,8.0,1.0,0.0,1,1391.43,2.6666666666666665,463.81,1,Average Shoppers
C43330,552,1,580.47,580.47,3.0,6.0,1.0,0.0,1,580.47,2.0,193.49,0,Average Shoppers
C43335,3,1,548.24,548.24,2.0,6.0,1.0,1.0,1,548.24,3.0,274.12,0,Average Shoppers
C43338,782,1,1435.95,1435.95,3.0,4.0,0.0,0.0,1,1435.95,1.3333333333333333,478.65000000000003,1,Average Shoppers
C43443,550,1,3129.85,3129.85,5.0,9.0,1.0,0.0,1,3129.85,1.8,625.97,1,Average Shoppers
C43524,538,1,2621.3,2621.3,5.0,5.0,1.0,1.0,1,2621.3,1.0,524.26,1,Average Shoppers
C43538,49,1,1290.18,1290.18,3.0,8.0,1.0,0.0,1,1290.18,2.6666666666666665,430.06,1,Average Shoppers
